loan_id,loan_amount,term,annual_income,credit_score,employment_length,purpose,default
L0623,35958,36,67437,562,8,credit_card,1
L0624,26028,60,177006,780,8,debt_consolidation,0
L0625,5510,36,69951,824,7,credit_card,1
L0626,10400,60,91924,746,2,home_improvement,0
L0627,13591,60,97715,660,4,education,1
L0628,35682,60,57109,589,4,car,1
L0629,36542,36,102071,818,2,vacation,0
L0630,6229,60,166263,803,9,medical,0
L0631,7912,36,70025,530,4,home_improvement,1
L0632,39771,36,141078,733,10,car,0
L0633,33662,36,104287,661,4,home_improvement,0
L0634,7724,60,37951,843,8,debt_consolidation,1
L0635,41615,60,133563,783,1,medical,1
L0636,29742,60,135246,526,3,vacation,1
L0637,31523,36,41134,640,1,credit_card,0
L0638,45137,60,154101,597,1,credit_card,0
L0639,28987,60,30600,572,5,car,0
L0640,26471,36,147347,541,10,vacation,1
L0641,25281,60,149279,732,2,education,1
L0642,32871,36,63053,594,2,small_business,1
L0643,33983,36,57368,643,3,debt_consolidation,1
L0644,45425,60,129922,626,6,car,1
L0645,31102,36,69281,818,3,small_business,1
L0646,43965,60,85983,665,0,home_improvement,1
L0647,13315,36,149619,718,8,debt_consolidation,0
L0648,13546,60,139662,504,8,home_improvement,1
L0649,45183,60,147039,589,0,education,0
L0650,3982,36,117898,657,7,vacation,1
L0651,12592,60,73590,837,1,medical,0
L0652,8171,36,82632,735,8,debt_consolidation,1
L0653,11860,36,113751,847,2,small_business,1
L0654,42477,36,35018,778,2,education,0
L0655,31084,36,34200,539,6,medical,1
L0656,48728,60,131378,624,0,credit_card,1
L0657,42224,36,95401,646,6,small_business,0
L0658,24859,60,79737,598,1,car,1
L0659,25204,36,113211,810,8,credit_card,1
L0660,8453,60,85624,676,7,education,0
L0661,31473,60,101228,548,0,credit_card,0
L0662,4940,36,51707,513,7,car,0
L0663,40694,36,152936,673,0,debt_consolidation,0
L0664,43551,60,149126,676,6,credit_card,1
L0665,20949,36,40774,711,9,vacation,0
L0666,4228,36,87597,569,1,small_business,1
L0667,21231,60,40197,744,8,medical,1
L0668,19607,60,66527,850,4,credit_card,0
L0669,49564,60,96996,760,1,small_business,1
L0670,4650,60,153509,543,6,home_improvement,1
L0671,26962,60,30795,519,7,small_business,0
L0672,14252,60,143022,582,0,medical,0
L0673,23980,36,66385,555,5,small_business,1
L0674,2061,36,121793,620,1,car,0
L0675,32989,60,56713,794,9,education,0
L0676,4463,60,74297,615,10,medical,1
L0677,42425,36,129533,735,10,education,1
L0678,25681,60,71403,788,0,debt_consolidation,1
L0679,18828,36,64783,597,8,education,0
L0680,27146,36,176884,737,8,home_improvement,0
L0681,43835,60,51812,765,7,car,0
L0682,15675,60,97794,594,9,debt_consolidation,1
L0683,10530,36,146538,639,3,small_business,0
L0684,16192,60,101916,831,4,medical,1
L0685,23075,36,103781,843,7,home_improvement,0
L0686,38765,36,137466,541,8,car,0
L0687,32653,36,105717,661,0,debt_consolidation,1
L0688,49473,60,87905,812,6,debt_consolidation,1
L0689,39558,36,31911,725,6,home_improvement,0
L0690,5556,36,34810,570,8,vacation,0
L0691,29699,36,127064,742,1,small_business,1
L0692,3822,60,110583,667,4,home_improvement,0
L0693,15095,60,48794,671,3,debt_consolidation,1
L0694,47736,36,53845,752,7,credit_card,1
L0695,31613,60,139305,841,8,car,0
L0696,49734,36,175915,660,1,home_improvement,0
L0697,9667,60,46806,719,5,vacation,0
L0698,45543,60,138814,542,10,debt_consolidation,0
L0699,32827,36,52818,785,7,small_business,0
L0700,2101,60,160632,697,2,education,0
L0701,15231,36,103086,585,10,debt_consolidation,1
L0702,38188,36,68398,827,6,small_business,0
L0703,37187,36,107296,731,5,home_improvement,1
L0704,10667,60,125523,616,0,small_business,0
L0705,4271,36,86434,840,6,medical,1
L0706,11887,36,109353,680,0,medical,1
L0707,27637,36,84412,820,2,medical,0
L0708,28643,36,98753,621,2,vacation,1
L0709,43394,60,128061,633,4,vacation,0
L0710,19551,60,172169,639,7,credit_card,0
L0711,14247,36,139762,592,6,vacation,0
L0712,44155,36,98830,650,2,education,0
L0713,20592,60,132162,782,7,home_improvement,0
L0714,41056,36,158087,717,6,debt_consolidation,0
L0715,9171,60,124636,642,9,debt_consolidation,1
L0716,42956,60,52783,751,10,credit_card,1
L0717,3810,36,79766,649,10,vacation,1
L0718,19565,60,57376,774,6,education,0
L0719,46739,36,114695,758,2,small_business,0
L0720,15155,60,34487,665,0,credit_card,0
L0721,1852,60,136044,803,8,education,1
L0722,9891,60,134174,640,1,small_business,1
L0723,35685,36,119283,509,2,education,1
L0724,34998,36,62189,617,5,small_business,0
L0725,47263,36,164272,514,8,car,1
L0726,17977,36,144462,626,1,education,0
L0727,34871,36,153532,754,5,debt_consolidation,1
L0728,28599,36,75711,538,10,medical,0
L0729,39556,36,69714,690,2,vacation,0
L0730,38269,36,162232,703,9,small_business,0
L0731,11903,60,46755,799,0,car,1
L0732,47442,60,73669,610,4,education,0
L0733,43491,36,43714,515,7,debt_consolidation,0
L0734,47065,60,85279,736,1,medical,0
L0735,41157,60,132862,783,8,small_business,1
L0736,15703,60,126323,640,9,education,1
L0737,12986,60,62997,644,1,education,0
L0738,30358,36,162607,554,6,small_business,0
L0739,2656,60,56324,786,3,credit_card,1
L0740,13719,36,136357,663,3,credit_card,1
L0741,12526,36,77541,689,8,debt_consolidation,0
L0742,11192,60,134669,618,9,medical,0
L0743,47912,60,31773,672,5,small_business,0
L0744,35853,60,105816,782,2,debt_consolidation,1
L0745,40518,60,139491,550,4,debt_consolidation,0
L0746,21817,60,157527,814,9,home_improvement,1
L0747,21549,60,34335,605,5,education,0
L0748,30560,60,96977,596,10,vacation,1
L0749,23685,60,88004,513,4,education,1
L0750,26119,36,78105,784,5,credit_card,0
L0751,25979,36,36508,726,2,medical,1
L0752,32273,60,43671,803,10,education,1
L0753,8633,60,73032,834,8,small_business,0
L0754,26104,60,66426,709,4,debt_consolidation,0
L0755,22966,36,70058,610,10,small_business,0
L0756,23744,60,133134,768,0,home_improvement,1
L0757,24589,36,145343,574,9,medical,0
L0758,46128,60,56562,677,0,debt_consolidation,0
L0759,15316,36,38641,745,5,small_business,0
L0760,14271,36,95609,615,2,credit_card,1
L0761,16692,60,54408,703,8,vacation,0
L0762,17794,36,59772,754,7,home_improvement,0
L0763,9126,60,47288,560,7,medical,0
L0764,22068,60,134861,771,5,home_improvement,0
L0765,18955,36,82519,777,0,credit_card,0
L0766,17015,60,167256,548,5,medical,0
L0767,42010,36,128792,750,10,home_improvement,1
L0768,10692,36,122556,619,0,car,1
L0769,11544,60,132948,767,5,credit_card,1
L0770,8040,60,37544,509,8,credit_card,0
L0771,7600,36,104717,695,9,credit_card,1
L0772,37019,36,130411,646,4,car,0
L0773,1786,60,67286,639,2,car,1
L0774,31439,36,110165,588,5,small_business,1
L0775,24227,60,124471,555,8,debt_consolidation,0
L0776,4425,36,89659,746,8,vacation,0
L0777,33822,60,95776,571,1,home_improvement,0
L0778,47048,60,77839,600,5,small_business,1
L0779,17280,36,112075,735,9,home_improvement,0
L0780,41542,60,34249,520,7,vacation,0
L0781,15119,36,73429,713,4,debt_consolidation,0
L0782,32497,60,156514,549,2,car,1
L0783,43225,36,134030,580,8,debt_consolidation,0
L0784,40599,60,88992,619,9,car,1
L0785,39371,36,63747,590,8,vacation,0
L0786,25684,60,123028,603,0,debt_consolidation,1
L0787,20708,60,89742,560,6,small_business,1
L0788,13121,36,62651,689,1,medical,0
L0789,26856,60,87479,699,5,small_business,1
L0790,31215,60,81164,566,10,home_improvement,0
L0791,41233,60,142368,703,4,small_business,1
L0792,27527,60,152296,753,2,vacation,1
L0793,19338,36,166776,662,4,credit_card,0
L0794,26791,36,130788,750,4,home_improvement,1
L0795,35080,36,100041,651,1,debt_consolidation,0
L0796,14620,60,131838,552,4,home_improvement,0
L0797,12955,60,43547,636,6,medical,0
L0798,7826,60,120121,595,3,car,0
L0799,40530,36,139217,837,10,debt_consolidation,1
L0800,18213,36,81774,689,5,education,0
L0801,46490,60,110589,624,2,home_improvement,1
L0802,21681,36,94379,839,2,debt_consolidation,1
L0803,25398,36,80886,742,10,debt_consolidation,1
L0804,44360,36,36408,759,1,debt_consolidation,1
L0805,10192,36,32642,653,9,car,1
L0806,34319,36,32751,679,1,education,0
L0807,18797,36,138673,729,8,vacation,1
L0808,25298,36,72722,571,8,small_business,0
L0809,49558,60,42184,846,2,debt_consolidation,1
L0810,41957,60,37493,762,1,credit_card,0
L0811,24284,36,133851,636,0,vacation,1
L0812,40944,60,137013,779,2,medical,1
L0813,33111,36,40196,805,0,car,0
L0814,40562,36,50062,550,10,home_improvement,1
L0815,27346,36,79245,592,4,car,0
L0816,16538,36,88114,779,3,home_improvement,0
L0817,34917,60,154100,846,10,car,0
L0818,46582,60,128154,816,5,home_improvement,0
L0819,36380,36,100812,721,1,debt_consolidation,0
L0820,48551,60,30494,672,5,small_business,0
L0821,33336,60,67034,536,10,home_improvement,1
L0822,43051,60,133373,620,1,education,1
L0823,28414,60,60716,742,4,home_improvement,0
L0824,23100,60,45818,583,0,credit_card,1
L0825,34185,60,57530,832,3,home_improvement,1
L0826,10238,36,153917,556,6,credit_card,0
L0827,44334,60,106381,845,0,medical,0
L0828,20882,36,105151,798,8,debt_consolidation,1
L0829,32619,36,170112,758,0,credit_card,1
L0830,43948,36,96366,637,7,small_business,1
L0831,21848,36,161343,831,2,vacation,1
L0832,40684,60,89050,823,6,debt_consolidation,1
L0833,25026,60,60277,604,2,credit_card,1
L0834,5751,36,31896,844,2,debt_consolidation,0
L0835,17632,60,42293,638,4,education,1
L0836,46016,36,52769,584,3,debt_consolidation,0
L0837,26296,36,70727,631,8,debt_consolidation,0
L0838,44192,60,93203,747,2,medical,0
L0839,9119,36,148330,602,7,small_business,0
L0840,16114,36,115320,647,2,car,1
L0841,43059,60,81547,535,10,car,0
L0842,29047,36,117048,718,9,credit_card,1
L0843,48117,36,86140,803,6,debt_consolidation,1
L0844,48104,60,159493,592,7,credit_card,0
L0845,27511,36,88521,668,4,medical,1
L0846,8658,36,62260,586,10,medical,1
L0847,5438,60,153845,504,9,home_improvement,0
L0848,47273,60,124165,688,6,education,1
L0849,10066,60,114433,671,4,medical,1
L0850,19817,36,72042,727,3,home_improvement,1
L0851,3001,60,144928,814,7,small_business,0
L0852,43877,36,177673,802,2,credit_card,1
L0853,28122,36,47740,534,9,vacation,0
L0854,25712,60,106003,670,8,small_business,1
L0855,5859,36,73590,803,0,medical,0
L0856,21266,60,140151,692,9,small_business,0
L0857,28886,36,62875,615,4,small_business,0
L0858,20330,60,61729,511,6,education,1
L0859,41750,60,100234,658,7,education,1
L0860,36289,60,74627,687,3,education,1
L0861,32298,36,107879,596,4,small_business,1
L0862,6021,36,150596,819,6,medical,1
L0863,30772,60,108224,742,2,vacation,1
L0864,2946,60,135953,833,9,debt_consolidation,0
L0865,48208,36,45420,730,4,small_business,1
L0866,10373,60,102776,692,6,home_improvement,1
L0867,48444,36,81507,557,7,medical,0
L0868,12262,60,178830,689,0,small_business,1
L0869,35558,36,67106,591,9,vacation,0
L0870,34557,36,136701,590,0,debt_consolidation,1
L0871,3079,60,74687,771,2,education,1
L0872,4017,60,44666,606,10,medical,0
L0873,43481,60,103126,762,2,car,0
L0874,13669,60,141886,765,2,debt_consolidation,0
L0875,33583,36,85748,531,4,home_improvement,0
L0876,14174,36,71647,665,3,small_business,1
L0877,17138,36,107516,545,5,vacation,0
L0878,48458,60,138019,685,6,car,1
L0879,28073,36,93878,520,2,vacation,0
L0880,36091,60,129727,555,3,car,0
L0881,24622,36,89162,567,2,medical,0
L0882,19009,60,176047,720,5,car,1
L0883,22260,60,46834,739,6,home_improvement,0
L0884,43457,36,109462,556,9,home_improvement,1
L0885,5779,60,88924,656,10,credit_card,0
L0886,12576,36,51766,614,9,home_improvement,0
L0887,6218,60,138880,666,0,debt_consolidation,0
L0888,38328,60,118989,608,2,car,0
L0889,23705,36,50667,691,10,home_improvement,0
L0890,16020,60,163299,788,9,medical,0
L0891,35282,60,176804,505,4,vacation,0
L0892,14980,60,79824,827,3,education,1
L0893,32887,60,45279,843,3,vacation,0
L0894,13675,60,171633,665,6,credit_card,0
L0895,18349,60,151923,574,5,vacation,0
L0896,15876,60,52169,559,5,car,0
L0897,21115,60,107158,835,0,credit_card,0
L0898,7389,60,146036,649,3,car,1
L0899,28648,60,81575,729,1,medical,1
L0900,23274,60,70258,555,4,credit_card,0
L0901,7510,60,99743,664,9,small_business,0
L0902,31972,60,93119,764,0,debt_consolidation,1
L0903,11689,60,171615,727,7,debt_consolidation,1
L0904,32248,60,61011,541,9,car,0
L0905,13580,60,55985,545,4,vacation,1
L0906,23698,60,87772,516,10,education,1
L0907,40413,36,133181,514,10,education,1
L0908,37688,60,92461,599,4,small_business,0
L0909,19369,36,89259,504,9,credit_card,0
L0910,16633,36,55190,506,9,small_business,0
L0911,47556,60,140719,849,4,small_business,1
L0912,30781,36,165542,737,6,vacation,1
L0913,17587,36,96026,783,2,education,1
L0914,30987,36,135011,539,6,credit_card,0
L0915,44973,36,159513,728,10,medical,0
L0916,43369,36,117639,810,6,vacation,1
L0917,11639,60,51829,697,4,small_business,0
L0918,24948,60,114004,839,4,small_business,0
L0919,24109,60,89846,752,7,medical,1
L0920,3094,36,38605,705,10,small_business,0
L0921,21280,36,71809,653,9,small_business,1
L0922,39521,60,37222,729,10,small_business,0
L0923,34241,36,69455,539,10,debt_consolidation,0
L0924,13837,36,67900,621,7,vacation,1
L0925,35566,60,160135,687,9,home_improvement,1
L0926,48679,36,126849,537,1,vacation,1
L0927,8819,36,82084,644,6,medical,0
L0928,20657,60,47422,599,4,small_business,0
L0929,40809,36,88438,692,10,vacation,1
L0930,38349,36,59785,502,2,debt_consolidation,1
L0931,37537,60,171896,705,9,education,0
L0932,29522,60,112314,536,0,medical,0
L0933,9335,36,38361,640,6,car,1
L0934,46894,36,98766,513,3,vacation,0
L0935,38704,36,146648,539,2,car,0
L0936,34354,36,146467,559,9,small_business,1
L0937,25729,36,82876,550,10,debt_consolidation,1
L0938,4938,36,104772,773,2,debt_consolidation,0
L0939,33939,36,163194,724,6,vacation,1
L0940,3033,60,61057,509,10,medical,0
L0941,3013,60,163712,664,5,medical,1
L0942,42397,36,111442,659,3,debt_consolidation,1
L0943,34128,36,167139,559,8,medical,1
L0944,29769,60,174356,700,8,debt_consolidation,0
L0945,28762,60,46099,640,9,vacation,0
L0946,23066,36,30447,578,5,home_improvement,1
L0947,45165,60,87282,781,8,debt_consolidation,1
L0948,44683,36,137367,716,3,car,1
L0949,17100,36,135107,809,4,medical,0
L0950,27769,60,145881,632,6,debt_consolidation,0
L0951,11725,36,71109,674,0,debt_consolidation,1
L0952,24089,36,66792,791,1,vacation,0
L0953,45712,60,143416,723,7,medical,1
L0954,13391,60,76383,781,1,home_improvement,0
L0955,9794,36,157882,554,8,vacation,0
L0956,3817,60,91669,647,3,home_improvement,1
L0957,15738,36,157044,601,7,education,1
L0958,21678,36,122948,589,5,vacation,1
L0959,40376,60,141504,522,5,medical,1
L0960,35209,36,61658,702,8,credit_card,0
L0961,3853,36,35179,793,2,medical,1
L0962,13493,36,77016,578,10,medical,0
L0963,2174,36,167257,778,1,home_improvement,0
L0964,29248,36,93499,658,9,home_improvement,0
L0965,30078,36,77945,683,7,medical,0
L0966,10038,60,154530,519,4,medical,1
L0967,11196,60,53814,726,7,medical,0
L0968,27535,36,40995,752,6,home_improvement,1
L0969,10246,36,85858,697,5,medical,1
L0970,18935,60,150664,818,5,medical,1
L0971,18594,36,93071,679,5,education,0
L0972,24599,36,85804,777,4,small_business,0
L0973,21963,60,98526,597,2,credit_card,0
L0974,32542,60,40565,583,9,car,0
L0975,31176,36,62031,777,7,credit_card,1
L0976,4171,60,132897,632,9,small_business,1
L0977,13934,60,74201,542,5,car,1
L0978,40737,60,159857,608,3,vacation,1
L0979,49468,60,50992,738,6,medical,1
L0980,12022,60,118310,788,8,small_business,0
L0981,41020,36,157683,568,8,education,1
L0982,30694,36,102325,670,6,vacation,0
L0983,12821,60,62639,829,8,medical,1
L0984,34694,36,34041,666,9,home_improvement,1
L0985,16835,36,172089,644,5,debt_consolidation,1
L0986,6941,36,47320,694,1,small_business,0
L0987,22024,60,169201,614,7,home_improvement,1
L0988,15538,36,55201,723,7,small_business,0
L0989,21909,60,42116,534,4,education,1
L0990,44650,60,110281,728,5,small_business,1
L0991,32899,60,163062,832,4,home_improvement,1
L0992,4124,60,119442,846,0,education,1
L0993,5729,60,61943,567,9,car,1
L0994,15281,36,48918,571,10,credit_card,0
L0995,23974,36,115907,585,3,medical,0
L0996,49260,60,41236,793,0,small_business,0
L0997,28916,60,31762,735,7,medical,0
L0998,41403,60,81305,506,3,debt_consolidation,1
L0999,30787,60,157768,566,6,home_improvement,1
L1000,5885,36,102350,625,10,medical,1
L1001,46178,60,46330,802,4,medical,0
L1002,17831,36,51494,839,0,debt_consolidation,0
L1003,33971,60,66422,838,8,car,0
L1004,7450,36,74428,647,6,home_improvement,0
L1005,23141,36,97801,750,5,debt_consolidation,1
L1006,43739,60,50510,633,4,medical,0
L1007,21150,60,105226,738,5,small_business,1
L1008,43901,36,148764,779,10,education,1
L1009,40805,60,137919,580,10,medical,0
L1010,48831,36,49846,525,6,small_business,0
L1011,14086,60,54155,838,9,debt_consolidation,0
L1012,45081,36,76960,626,9,car,1
L1013,46971,36,166523,677,9,medical,0
L1014,13789,36,124900,760,3,vacation,1
L1015,17555,60,122014,675,5,small_business,1
L1016,9774,60,169984,819,5,car,1
L1017,7492,36,104931,842,2,education,0
L1018,1426,60,73960,623,7,education,1
L1019,20027,36,83693,813,8,home_improvement,0
L1020,37294,60,103850,566,10,small_business,0
L1021,12078,60,98238,783,8,debt_consolidation,0
L1022,38759,60,171087,540,2,home_improvement,0
L1023,2415,36,32050,540,0,home_improvement,0
L1024,36047,60,150960,598,2,credit_card,1
L1025,30277,60,40208,845,3,medical,0
L1026,37827,36,153520,536,1,small_business,0
L1027,25747,36,61289,662,4,home_improvement,1
L1028,5257,36,73234,846,8,credit_card,0
L1029,26847,36,57154,782,7,debt_consolidation,0
L1030,15999,60,139428,532,3,car,0
L1031,40956,60,86918,689,5,vacation,0
L1032,24619,36,152598,701,1,vacation,1
L1033,33483,36,54859,765,4,small_business,0
L1034,7224,36,177261,802,0,home_improvement,1
L1035,14195,60,34076,610,3,vacation,0
L1036,31325,36,75886,584,7,medical,0
L1037,42233,60,31563,747,2,vacation,0
L1038,24404,60,139972,664,2,vacation,0
L1039,6420,60,176830,637,9,vacation,0
L1040,24447,36,43625,731,3,education,1
L1041,16974,60,173976,841,1,credit_card,0
L1042,27830,36,86976,581,8,home_improvement,0
L1043,16626,60,40227,789,2,medical,0
L1044,13777,60,90931,705,6,home_improvement,1
L1045,23117,36,60729,805,1,education,1
L1046,49489,60,142991,768,4,small_business,0
L1047,34004,36,61677,743,2,small_business,0
L1048,3175,60,48600,713,0,small_business,1
L1049,32707,60,159834,825,2,debt_consolidation,0
L1050,23176,36,37981,524,8,vacation,0
L1051,35816,36,143485,649,5,debt_consolidation,1
L1052,18831,36,145982,799,1,credit_card,0
L1053,23439,36,139962,840,4,small_business,0
L1054,37672,36,67391,548,8,education,0
L1055,38582,60,146938,814,2,medical,0
L1056,24764,36,66955,569,7,home_improvement,0
L1057,20138,60,110864,558,4,vacation,0
L1058,10701,36,41267,845,4,car,1
L1059,42655,36,153545,586,8,medical,1
L1060,33967,36,179163,849,5,vacation,1
L1061,32965,60,147914,631,9,debt_consolidation,1
L1062,8213,36,98726,756,7,debt_consolidation,1
L1063,33971,60,116794,742,10,medical,1
L1064,49700,60,78087,532,3,debt_consolidation,0
L1065,23565,60,110312,649,2,small_business,1
L1066,23695,36,51257,559,8,credit_card,1
L1067,14745,60,171718,757,10,home_improvement,0
L1068,4046,36,123341,736,6,credit_card,1
L1069,3948,60,76719,502,2,vacation,1
L1070,13780,60,42813,758,8,home_improvement,0
L1071,27724,60,152542,801,5,education,0
L1072,3103,60,45879,845,9,home_improvement,0
L1073,13720,60,78169,662,10,credit_card,1
L1074,47412,60,150310,618,2,medical,0
L1075,35935,36,112030,649,5,home_improvement,0
L1076,41212,36,142765,503,1,education,1
L1077,15937,36,111702,553,2,education,1
L1078,14929,36,51995,703,10,education,0
L1079,46470,60,145312,711,0,credit_card,1
L1080,7333,36,127524,594,0,home_improvement,1
L1081,20857,36,85192,822,1,car,1
L1082,14122,36,84678,693,6,medical,1
L1083,12358,36,59081,740,8,small_business,1
L1084,10015,36,169552,758,3,home_improvement,0
L1085,33613,36,69030,504,9,education,1
L1086,8233,60,136844,681,10,car,1
L1087,2884,36,125259,765,4,small_business,0
L1088,21179,60,49294,549,6,small_business,1
L1089,42685,60,42577,689,2,vacation,0
L1090,33197,36,44503,554,6,home_improvement,0
L1091,17114,60,107066,645,6,credit_card,0
L1092,18198,60,163364,557,8,home_improvement,1
L1093,27710,36,122296,610,5,car,1
L1094,18261,60,82923,736,7,small_business,1
L1095,12937,36,159486,668,0,home_improvement,0
L1096,21346,60,48438,718,3,credit_card,1
L1097,7357,36,61893,516,1,vacation,0
L1098,31808,60,61879,565,9,home_improvement,1
L1099,49275,60,168250,698,8,medical,1
L1100,20195,60,135957,656,10,vacation,1
L1101,15615,36,106815,532,2,credit_card,1
L1102,43708,60,155244,558,4,car,1
L1103,23033,36,86564,646,9,small_business,1
L1104,21830,60,169622,767,10,home_improvement,1
L1105,35720,60,58282,697,7,credit_card,1
L1106,29817,36,80192,604,9,vacation,0
L1107,44702,60,167273,831,2,medical,1
L1108,2499,60,149933,828,10,credit_card,1
L1109,36537,36,154350,802,1,debt_consolidation,1
L1110,36833,36,103376,523,1,education,0
L1111,5958,36,61232,614,2,medical,1
L1112,21862,36,131170,675,8,vacation,0
L1113,3458,60,87854,595,0,car,1
L1114,33046,60,93245,682,9,small_business,0
L1115,44916,36,64244,759,2,vacation,0
L1116,3281,60,69070,770,0,education,0
L1117,39067,60,66917,702,9,car,1
L1118,35332,60,31701,719,9,home_improvement,1
L1119,32863,36,98641,568,10,credit_card,0
L1120,20656,36,97481,664,10,debt_consolidation,1
L1121,12396,60,129478,619,0,medical,1
L1122,45913,36,48297,788,10,medical,1
L1123,28295,60,87114,576,2,credit_card,0
L1124,1104,36,110545,641,2,debt_consolidation,1
L1125,39089,36,45060,846,5,credit_card,0
L1126,12527,60,44585,845,1,home_improvement,1
L1127,37520,36,54516,721,7,education,0
L1128,10897,36,137866,824,3,car,0
L1129,15509,60,77543,740,0,vacation,1
L1130,8624,36,153991,544,7,medical,1
L1131,33157,60,123800,764,5,home_improvement,0
L1132,11090,60,101935,627,2,car,0
L1133,14078,60,105860,759,6,home_improvement,0
L1134,35203,36,138152,706,8,debt_consolidation,0
L1135,35323,36,89588,795,3,medical,1
L1136,11509,36,153675,636,7,vacation,1
L1137,41545,36,88904,736,2,credit_card,0
L1138,16953,60,132080,514,2,credit_card,1
L1139,16609,36,140142,820,8,car,0
L1140,4440,36,148159,508,2,vacation,0
L1141,10187,60,42585,846,5,education,1
L1142,26188,60,66588,694,8,small_business,0
L1143,47263,60,178146,566,9,debt_consolidation,0
L1144,8068,36,61830,664,9,car,1
L1145,1338,36,58748,620,5,small_business,0
L1146,29452,36,55082,776,8,home_improvement,0
L1147,46175,60,62064,535,0,debt_consolidation,0
L1148,17167,36,174617,747,6,home_improvement,1
L1149,13387,36,144761,738,4,education,0
L1150,17875,36,156766,773,4,vacation,1
L1151,27871,60,119754,596,0,medical,1
L1152,44243,60,81373,755,4,debt_consolidation,1
L1153,33249,60,130147,566,2,small_business,0
L1154,20798,36,170918,827,1,education,1
L1155,27462,60,159536,576,9,medical,0
L1156,43832,60,89009,809,10,credit_card,1
L1157,5757,36,71164,791,5,small_business,1
L1158,16143,36,137210,813,4,car,0
L1159,20235,36,164830,807,2,credit_card,0
L1160,44108,60,56929,627,7,education,1
L1161,38757,36,160955,849,3,credit_card,1
L1162,18906,36,40962,519,10,car,1
L1163,25221,60,113396,525,8,debt_consolidation,1
L1164,2018,36,128455,765,3,credit_card,0
L1165,10711,36,61540,570,6,vacation,0
L1166,32817,36,128210,807,9,small_business,1
L1167,27517,60,66494,719,9,medical,1
L1168,21210,60,54384,557,7,credit_card,1
L1169,38637,60,148413,550,3,small_business,0
L1170,48631,36,32515,686,7,home_improvement,0
L1171,11440,36,125422,789,5,small_business,0
L1172,25310,60,50507,508,9,medical,1
L1173,43837,60,133744,530,0,small_business,0
L1174,6329,36,93337,543,7,car,1
L1175,8495,60,150026,619,5,education,1
L1176,29729,36,53853,537,9,medical,1
L1177,18852,60,136131,604,8,education,1
L1178,6586,36,85432,801,8,debt_consolidation,0
L1179,16864,60,161424,655,10,education,0
L1180,44730,60,42999,838,1,home_improvement,1
L1181,25899,36,39193,821,1,car,1
L1182,32750,36,120567,704,7,debt_consolidation,1
L1183,27829,60,77458,770,6,small_business,1
L1184,47521,36,118564,610,3,medical,1
L1185,48778,60,119879,521,3,home_improvement,0
L1186,3301,36,85057,666,10,car,0
L1187,40035,36,143601,701,10,debt_consolidation,0
L1188,41858,36,40837,828,9,debt_consolidation,0
L1189,2206,36,71751,837,6,home_improvement,1
L1190,2964,36,55396,616,6,vacation,0
L1191,48100,60,128188,584,5,small_business,1
L1192,11179,36,115031,745,9,home_improvement,1
L1193,11247,60,131225,654,1,debt_consolidation,0
L1194,20911,36,105428,577,8,credit_card,0
L1195,1162,60,145467,707,6,car,1
L1196,9782,60,159877,600,2,home_improvement,1
L1197,7114,60,102944,700,0,vacation,0
L1198,48450,36,157980,833,10,debt_consolidation,0
L1199,23323,60,72280,815,6,small_business,1
L1200,35746,60,94978,831,7,education,0
L1201,39074,60,86254,601,0,debt_consolidation,1
L1202,20090,36,69973,806,10,small_business,1
L1203,22778,60,171095,508,3,home_improvement,1
L1204,38431,60,103626,583,3,small_business,1
L1205,26978,60,112414,581,10,medical,0
L1206,3802,36,48583,721,6,medical,1
L1207,18329,36,79305,701,6,medical,0
L1208,29095,36,68225,563,8,vacation,0
L1209,6679,60,109356,520,9,vacation,0
L1210,12649,36,148542,649,1,credit_card,0
L1211,41941,60,122625,587,2,vacation,1
L1212,17765,36,131598,524,4,education,0
L1213,25181,60,86282,802,9,home_improvement,0
L1214,16070,60,162022,742,2,debt_consolidation,0
L1215,26111,60,144263,678,1,debt_consolidation,1
L1216,15627,60,179276,668,1,credit_card,1
L1217,15044,60,160211,825,1,vacation,0
L1218,24417,36,178717,567,5,education,1
L1219,31229,36,31850,837,3,small_business,1
L1220,30159,60,148799,653,9,credit_card,1
L1221,27312,60,37033,802,7,education,1
L1222,24569,60,105869,620,5,small_business,1
L1223,28450,36,69732,605,4,education,1
L1224,30382,60,100251,629,8,small_business,1
L1225,47894,60,94610,511,8,car,1
L1226,24418,60,46519,742,8,education,1
L1227,24249,36,72240,646,9,debt_consolidation,0
L1228,13614,60,86176,837,9,medical,0
L1229,49636,60,179489,601,6,vacation,1
L1230,44405,60,127373,763,8,small_business,0
L1231,9552,36,90455,695,0,car,1
L1232,13392,36,34781,644,5,education,1
L1233,15265,60,59918,647,8,debt_consolidation,1
L1234,36067,60,124405,517,7,medical,1
L1235,11329,60,167089,823,3,small_business,1
L1236,33965,60,77828,622,4,education,1
L1237,17144,36,144677,634,0,education,1
L1238,44473,36,91854,670,2,small_business,1
L1239,32649,60,37952,809,1,credit_card,1
L1240,14364,60,150557,572,9,credit_card,0
L1241,46350,36,107022,555,6,debt_consolidation,0
L1242,47268,60,41620,550,3,medical,1
L1243,31127,60,151072,715,6,small_business,1
L1244,27507,36,165279,608,4,debt_consolidation,0
L1245,27425,60,113217,681,6,debt_consolidation,1
